slug,category,korean_text,english_text,romanization,difficulty,access_tier,usage_note,related_slugs,sort_order,is_published,usage_pack,pseo_page_enabled,indexable,robots_directive,sitemap_include,rollout_batch,seo_priority,index_reason_codes,page_type,page_template_key,intent_bucket,audience_segment,use_case_primary,keyword_opportunity,primary_query,audio_query,pronunciation_query,seo_title,seo_title_length,seo_title_pattern_key,meta_description,meta_description_length,h1_template_key,page_slug,canonical_path,parent_hub_slug,parent_hub_path,breadcrumb_label,app_deep_link,normal_audio_asset_key,slow_audio_asset_key,normal_timing_asset_key,render_components,cta_key,cta_label_key,related_slug_count,invalid_related_slugs,related_link_strategy,duplicate_english_group,canonical_variant_strategy,noindex_reason,qa_flags
yeongsujeung,shopping,영수증,Receipt,yeongsujeung,moderate,free,,"kadeu,hyeongeum",750,true,item_object,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,receipt in korean,hear receipt in korean,yeongsujeung pronunciation,"Hear ""Receipt"" in Korean",24,hear_term_title,Hear 영수증 (yeongsujeung) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,120,term_audio_h1,receipt-in-korean,/phrases/receipt-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Receipt,jjin://phrase/yeongsujeung,phrases/yeongsujeung/ko_normal.wav,phrases/yeongsujeung/ko_slow.wav,phrases/yeongsujeung/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
bongtu,shopping,봉투,Bag,bongtu,easy,free,shopping bag,"yeongsujeung,juseyo",760,true,item_object,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term,has_usage_note",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,bag in korean,hear bag in korean,bongtu pronunciation,"Hear ""Bag"" in Korean",20,hear_term_title,Hear 봉투 (bongtu) and learn how to use it for shopping in Korea. Practice normal and slow Korean audio in Jjin.,110,term_audio_h1,bag-in-korean,/phrases/bag-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Bag,jjin://phrase/bongtu,phrases/bongtu/ko_normal.wav,phrases/bongtu/ko_slow.wav,phrases/bongtu/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
ibeo-bwado-dwaeyo,shopping,입어 봐도 돼요?,Can I try this on?,ibeo bwado dwaeyo,moderate,free,,"saijeu,jageun",770,true,,true,true,"index,follow",true,batch_1,12,"manual_high_intent,question_query,request_query,full_phrase,travel_category",phrase_audio_page,question_phrase_audio,travel_shopping,traveler,shopping_transaction,high,can i try this on in korean,hear can i try this on? in korean,ibeo bwado dwaeyo pronunciation,"Hear ""Can I try this on?"" in Korean",35,hear_phrase_title,Hear 입어 봐도 돼요? (ibeo bwado dwaeyo) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,131,question_audio_h1,can-i-try-this-on-in-korean,/phrases/can-i-try-this-on-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Can I try this on?,jjin://phrase/ibeo-bwado-dwaeyo,phrases/ibeo-bwado-dwaeyo/ko_normal.wav,phrases/ibeo-bwado-dwaeyo/ko_slow.wav,phrases/ibeo-bwado-dwaeyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
saijeu,shopping,사이즈,Size,saijeu,easy,free,,"jageun,junggan",780,true,,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,size in korean,hear size in korean,saijeu pronunciation,"Hear ""Size"" in Korean",21,hear_term_title,Hear 사이즈 (saijeu) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,114,term_audio_h1,size-in-korean,/phrases/size-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Size,jjin://phrase/saijeu,phrases/saijeu/ko_normal.wav,phrases/saijeu/ko_slow.wav,phrases/saijeu/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
jageun,shopping,작은,Small,jageun,easy,free,,"saijeu,junggan",790,true,,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,small in korean,hear small in korean,jageun pronunciation,"Hear ""Small"" in Korean",22,hear_term_title,Hear 작은 (jageun) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,113,term_audio_h1,small-in-korean,/phrases/small-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Small,jjin://phrase/jageun,phrases/jageun/ko_normal.wav,phrases/jageun/ko_slow.wav,phrases/jageun/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
junggan,shopping,중간,Medium,junggan,easy,free,,"saijeu,keun",800,true,,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,medium in korean,hear medium in korean,junggan pronunciation,"Hear ""Medium"" in Korean",23,hear_term_title,Hear 중간 (junggan) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,114,term_audio_h1,medium-in-korean,/phrases/medium-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Medium,jjin://phrase/junggan,phrases/junggan/ko_normal.wav,phrases/junggan/ko_slow.wav,phrases/junggan/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
keun,shopping,큰,Large,keun,easy,free,,"saijeu,junggan",810,true,,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,large in korean,hear large in korean,keun pronunciation,"Hear ""Large"" in Korean",22,hear_term_title,Hear 큰 (keun) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,110,term_audio_h1,large-in-korean,/phrases/large-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Large,jjin://phrase/keun,phrases/keun/ko_normal.wav,phrases/keun/ko_slow.wav,phrases/keun/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
waipai,hotel,와이파이,Wi Fi,waipai,easy,free,,"bimilbeonho,chungjeongi",820,true,,true,false,"noindex,follow",false,batch_3_enrich,6,"two_word_term,travel_category,travel_term",term_audio_page,travel_term_audio,travel_hotel,traveler,hotel_stay,medium_requires_context,wi-fi in korean,hear wi-fi in korean,waipai pronunciation,"Hear ""Wi-Fi"" in Korean",22,hear_term_title,Hear 와이파이 (waipai) and learn how to use it for hotel stay. Practice normal and slow Korean audio in Jjin.,105,term_audio_h1,wi-fi-in-korean,/phrases/wi-fi-in-korean,korean-hotel-phrases,/korean-for-travel/hotel,Wi-Fi,jjin://phrase/waipai,phrases/waipai/ko_normal.wav,phrases/waipai/ko_slow.wav,phrases/waipai/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
bimilbeonho,hotel,비밀번호,Password,bimilbeonho,moderate,free,,"waipai,chungjeongi",830,true,,true,false,"noindex,follow",false,batch_3_enrich,5,"travel_category,travel_term",term_audio_page,travel_term_audio,travel_hotel,traveler,hotel_stay,medium_requires_context,password in korean,hear password in korean,bimilbeonho pronunciation,"Hear ""Password"" in Korean",25,hear_term_title,Hear 비밀번호 (bimilbeonho) and learn how to use it for hotel stay. Practice normal and slow Korean audio in Jjin.,110,term_audio_h1,password-in-korean,/phrases/password-in-korean,korean-hotel-phrases,/korean-for-travel/hotel,Password,jjin://phrase/bimilbeonho,phrases/bimilbeonho/ko_normal.wav,phrases/bimilbeonho/ko_slow.wav,phrases/bimilbeonho/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
chungjeongi,hotel,충전기,Charger,chungjeongi,moderate,free,,"konsenteu,waipai",840,true,item_object,true,false,"noindex,follow",false,batch_3_enrich,5,"travel_category,travel_term",term_audio_page,travel_term_audio,travel_hotel,traveler,hotel_stay,medium_requires_context,charger in korean,hear charger in korean,chungjeongi pronunciation,"Hear ""Charger"" in Korean",24,hear_term_title,Hear 충전기 (chungjeongi) and learn how to use it for hotel stay. Practice normal and slow Korean audio in Jjin.,109,term_audio_h1,charger-in-korean,/phrases/charger-in-korean,korean-hotel-phrases,/korean-for-travel/hotel,Charger,jjin://phrase/chungjeongi,phrases/chungjeongi/ko_normal.wav,phrases/chungjeongi/ko_slow.wav,phrases/chungjeongi/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
konsenteu,hotel,콘센트,Outlet,konsenteu,moderate,free,,"chungjeongi,waipai",850,true,place_location,true,false,"noindex,follow",false,batch_3_enrich,5,"travel_category,travel_term",term_audio_page,travel_term_audio,travel_hotel,traveler,hotel_stay,medium_requires_context,outlet in korean,hear outlet in korean,konsenteu pronunciation,"Hear ""Outlet"" in Korean",23,hear_term_title,Hear 콘센트 (konsenteu) and learn how to use it for hotel stay. Practice normal and slow Korean audio in Jjin.,107,term_audio_h1,outlet-in-korean,/phrases/outlet-in-korean,korean-hotel-phrases,/korean-for-travel/hotel,Outlet,jjin://phrase/konsenteu,phrases/konsenteu/ko_normal.wav,phrases/konsenteu/ko_slow.wav,phrases/konsenteu/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
sajin,courtesy,사진,Photo,sajin,easy,free,,"sajin-jjigeo-jusil-su-isseoyo,yeogi",860,true,,true,false,"noindex,follow",false,hold_noindex,0,,term_audio_page,basic_term_audio,social_courtesy,beginner_social,polite_everyday_korean,low_support,photo in korean,hear photo in korean,sajin pronunciation,"Hear ""Photo"" in Korean",22,hear_term_title,Hear 사진 (sajin) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,114,term_audio_h1,photo-in-korean,/phrases/photo-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Photo,jjin://phrase/sajin,phrases/sajin/ko_normal.wav,phrases/sajin/ko_slow.wav,phrases/sajin/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
sajin-jjigeo-jusil-su-isseoyo,courtesy,사진 찍어 주실 수 있어요?,Can you take a picture?,sajin jjigeo jusil su isseoyo,difficult,premium,,"sajin,yeogi",870,FALSE,,FALSE,false,"noindex,follow",false,hold_noindex,12,"manual_high_intent,question_query,request_query,full_phrase",phrase_audio_page,question_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,high,can you take a picture in korean,hear can you take a picture? in korean,sajin jjigeo jusil su isseoyo pronunciation,"Hear ""Can you take a picture?"" in Korean",40,hear_phrase_title,Hear 사진 찍어 주실 수 있어요? (sajin jjigeo jusil su isseoyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,151,question_audio_h1,can-you-take-a-picture-in-korean,/phrases/can-you-take-a-picture-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,Can you take a picture?,jjin://phrase/sajin-jjigeo-jusil-su-isseoyo,phrases/sajin-jjigeo-jusil-su-isseoyo/ko_normal.wav,phrases/sajin-jjigeo-jusil-su-isseoyo/ko_slow.wav,phrases/sajin-jjigeo-jusil-su-isseoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
gireul-ireosseoyo,courtesy,길을 잃었어요,I'm lost,gireul ireosseoyo,moderate,free,,"eodi,jido",880,true,,true,true,"index,follow",true,batch_2,7,"manual_high_intent,short_phrase",phrase_audio_page,everyday_phrase_audio,social_courtesy,beginner_social,polite_everyday_korean,medium_high,how to say i'm lost in korean,hear i'm lost in korean,gireul ireosseoyo pronunciation,"Hear ""I'm lost"" in Korean",25,hear_phrase_title,Hear 길을 잃었어요 (gireul ireosseoyo) and learn how to use it for polite everyday korean. Practice normal and slow Korean audio in Jjin.,131,phrase_audio_h1,i-m-lost-in-korean,/phrases/i-m-lost-in-korean,korean-courtesy-phrases,/korean-phrases/courtesy,I'm lost,jjin://phrase/gireul-ireosseoyo,phrases/gireul-ireosseoyo/ko_normal.wav,phrases/gireul-ireosseoyo/ko_slow.wav,phrases/gireul-ireosseoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
gyeongchal,emergency,경찰,Police,gyeongchal,moderate,free,,"eunggeup,dowajuseyo",890,true,,true,true,"index,follow",true,batch_2,7,"travel_category,emergency_intent,travel_term",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,medium_high,police in korean,hear police in korean,gyeongchal pronunciation,"Hear ""Police"" in Korean",23,hear_term_title,Hear 경찰 (gyeongchal) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,111,term_audio_h1,police-in-korean,/phrases/police-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Police,jjin://phrase/gyeongchal,phrases/gyeongchal/ko_normal.wav,phrases/gyeongchal/ko_slow.wav,phrases/gyeongchal/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
eunggeup,emergency,응급,Emergency,eunggeup,moderate,free,,"byeongwon,dowajuseyo",900,true,,true,true,"index,follow",true,batch_2,7,"travel_category,emergency_intent,travel_term",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,medium_high,emergency in korean,hear emergency in korean,eunggeup pronunciation,"Hear ""Emergency"" in Korean",26,hear_term_title,Hear 응급 (eunggeup) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,109,term_audio_h1,emergency-in-korean,/phrases/emergency-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Emergency,jjin://phrase/eunggeup,phrases/eunggeup/ko_normal.wav,phrases/eunggeup/ko_slow.wav,phrases/eunggeup/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
yak,emergency,약,Medicine,yak,easy,free,,"yakguk,apayo",910,true,item_object,true,true,"index,follow",true,batch_2,7,"travel_category,emergency_intent,travel_term",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,medium_high,medicine in korean,hear medicine in korean,yak pronunciation,"Hear ""Medicine"" in Korean",25,hear_term_title,Hear 약 (yak) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,103,term_audio_h1,medicine-in-korean,/phrases/medicine-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Medicine,jjin://phrase/yak,phrases/yak/ko_normal.wav,phrases/yak/ko_slow.wav,phrases/yak/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
apayo,emergency,아파요,Pain,apayo,moderate,free,it hurts,"eunggeup,byeongwon",920,true,,true,false,"noindex,follow",false,batch_3_enrich,5,"travel_category,emergency_intent,has_usage_note",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,medium_requires_context,pain in korean,hear pain in korean,apayo pronunciation,"Hear ""Pain"" in Korean",21,hear_term_title,Hear 아파요 (apayo) and learn how to use it for explaining pain. Practice normal and slow Korean audio in Jjin.,108,term_audio_h1,pain-in-korean,/phrases/pain-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Pain,jjin://phrase/apayo,phrases/apayo/ko_normal.wav,phrases/apayo/ko_slow.wav,phrases/apayo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
eojireowoyo,emergency,어지러워요,Dizzy,eojireowoyo,moderate,free,,"eunggeup,byeongwon",930,true,,true,false,"noindex,follow",false,hold_noindex,4,"travel_category,emergency_intent",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,low_support,dizzy in korean,hear dizzy in korean,eojireowoyo pronunciation,"Hear ""Dizzy"" in Korean",22,hear_term_title,Hear 어지러워요 (eojireowoyo) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,115,term_audio_h1,dizzy-in-korean,/phrases/dizzy-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Dizzy,jjin://phrase/eojireowoyo,phrases/eojireowoyo/ko_normal.wav,phrases/eojireowoyo/ko_slow.wav,phrases/eojireowoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
allereugi,emergency,알레르기,Allergy,allereugi,moderate,free,,"yak,byeongwon",940,true,,true,true,"index,follow",true,batch_2,7,"travel_category,emergency_intent,travel_term",term_audio_page,travel_term_audio,travel_emergency,traveler,emergency_help,medium_high,allergy in korean,hear allergy in korean,allereugi pronunciation,"Hear ""Allergy"" in Korean",24,hear_term_title,Hear 알레르기 (allereugi) and learn how to use it for emergency help. Practice normal and slow Korean audio in Jjin.,112,term_audio_h1,allergy-in-korean,/phrases/allergy-in-korean,korean-emergency-phrases,/korean-for-travel/emergency,Allergy,jjin://phrase/allereugi,phrases/allereugi/ko_normal.wav,phrases/allereugi/ko_slow.wav,phrases/allereugi/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,,
jim,hotel,짐,Luggage,jim,easy,free,,"yeogwon,taeksi",950,true,item_object,true,false,"noindex,follow",false,batch_3_enrich,5,"travel_category,travel_term",term_audio_page,travel_term_audio,travel_hotel,traveler,hotel_stay,medium_requires_context,luggage in korean,hear luggage in korean,jim pronunciation,"Hear ""Luggage"" in Korean",24,hear_term_title,Hear 짐 (jim) and learn how to use it for hotel stay. Practice normal and slow Korean audio in Jjin.,99,term_audio_h1,luggage-in-korean,/phrases/luggage-in-korean,korean-hotel-phrases,/korean-for-travel/hotel,Luggage,jjin://phrase/jim,phrases/jim/ko_normal.wav,phrases/jim/ko_slow.wav,phrases/jim/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
yeogwon,hotel,여권,Passport,yeogwon,moderate,free,,"jim,gonghang",960,true,,true,false,"noindex,follow",false,batch_3_enrich,5,"travel_category,travel_term",term_audio_page,travel_term_audio,travel_hotel,traveler,hotel_stay,medium_requires_context,passport in korean,hear passport in korean,yeogwon pronunciation,"Hear ""Passport"" in Korean",25,hear_term_title,Hear 여권 (yeogwon) and learn how to use it for hotel stay. Practice normal and slow Korean audio in Jjin.,104,term_audio_h1,passport-in-korean,/phrases/passport-in-korean,korean-hotel-phrases,/korean-for-travel/hotel,Passport,jjin://phrase/yeogwon,phrases/yeogwon/ko_normal.wav,phrases/yeogwon/ko_slow.wav,phrases/yeogwon/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,needs_more_context_before_indexing,
juso,directions,주소,Address,juso,moderate,free,,"jido,eodi",970,true,,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_directions,traveler,directions_navigation,low_support,address in korean,hear address in korean,juso pronunciation,"Hear ""Address"" in Korean",24,hear_term_title,Hear 주소 (juso) and learn how to use it for directions navigation. Practice normal and slow Korean audio in Jjin.,112,term_audio_h1,address-in-korean,/phrases/address-in-korean,korean-directions-phrases,/korean-for-travel/directions,Address,jjin://phrase/juso,phrases/juso/ko_normal.wav,phrases/juso/ko_slow.wav,phrases/juso/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
jido,directions,지도,Map,jido,easy,free,,"juso,eodi",980,true,item_object,true,false,"noindex,follow",false,hold_noindex,0,"travel_category,support_term",term_audio_page,basic_term_audio,travel_directions,traveler,directions_navigation,low_support,map in korean,hear map in korean,jido pronunciation,"Hear ""Map"" in Korean",20,hear_term_title,Hear 지도 (jido) and learn how to use it for directions navigation. Practice normal and slow Korean audio in Jjin.,112,term_audio_h1,map-in-korean,/phrases/map-in-korean,korean-directions-phrases,/korean-for-travel/directions,Map,jjin://phrase/jido,phrases/jido/ko_normal.wav,phrases/jido/ko_slow.wav,phrases/jido/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
yeollyeo-isseoyo,shopping,열려 있어요,Open,yeollyeo isseoyo,moderate,free,,"dadhyeo-isseoyo,eodi",990,true,,true,false,"noindex,follow",false,hold_noindex,2,travel_category,term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,open in korean,hear open in korean,yeollyeo isseoyo pronunciation,"Hear ""Open"" in Korean",21,hear_term_title,Hear 열려 있어요 (yeollyeo isseoyo) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,127,term_audio_h1,open-in-korean,/phrases/open-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Open,jjin://phrase/yeollyeo-isseoyo,phrases/yeollyeo-isseoyo/ko_normal.wav,phrases/yeollyeo-isseoyo/ko_slow.wav,phrases/yeollyeo-isseoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
dadhyeo-isseoyo,shopping,닫혀 있어요,Closed,dadhyeo isseoyo,moderate,free,,"yeollyeo-isseoyo,eodi",1000,true,,true,false,"noindex,follow",false,hold_noindex,2,travel_category,term_audio_page,basic_term_audio,travel_shopping,traveler,shopping_transaction,low_support,closed in korean,hear closed in korean,dadhyeo isseoyo pronunciation,"Hear ""Closed"" in Korean",23,hear_term_title,Hear 닫혀 있어요 (dadhyeo isseoyo) and learn how to use it for shopping transaction. Practice normal and slow Korean audio in Jjin.,126,term_audio_h1,closed-in-korean,/phrases/closed-in-korean,korean-shopping-phrases,/korean-for-travel/shopping,Closed,jjin://phrase/dadhyeo-isseoyo,phrases/dadhyeo-isseoyo/ko_normal.wav,phrases/dadhyeo-isseoyo/ko_slow.wav,phrases/dadhyeo-isseoyo/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
eoje,greeting,어제,Yesterday,eoje,moderate,free,,"oneul,naeil",1010,true,,true,false,"noindex,follow",false,hold_noindex,0,support_term,term_audio_page,basic_term_audio,social_courtesy,beginner_social,greetings,low_support,yesterday in korean,hear yesterday in korean,eoje pronunciation,"Hear ""Yesterday"" in Korean",26,hear_term_title,Hear 어제 (eoje) and learn how to use it for greetings. Practice normal and slow Korean audio in Jjin.,100,term_audio_h1,yesterday-in-korean,/phrases/yesterday-in-korean,korean-greetings,/korean-phrases/greetings,Yesterday,jjin://phrase/eoje,phrases/eoje/ko_normal.wav,phrases/eoje/ko_slow.wav,phrases/eoje/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
ohu,greeting,오후,Afternoon,ohu,moderate,free,,"achim,jeonyeok",1020,true,,true,false,"noindex,follow",false,hold_noindex,0,support_term,term_audio_page,basic_term_audio,social_courtesy,beginner_social,greetings,low_support,afternoon in korean,hear afternoon in korean,ohu pronunciation,"Hear ""Afternoon"" in Korean",26,hear_term_title,Hear 오후 (ohu) and learn how to use it for greetings. Practice normal and slow Korean audio in Jjin.,99,term_audio_h1,afternoon-in-korean,/phrases/afternoon-in-korean,korean-greetings,/korean-phrases/greetings,Afternoon,jjin://phrase/ohu,phrases/ohu/ko_normal.wav,phrases/ohu/ko_slow.wav,phrases/ohu/ko_normal.timings.json,"phrase_card,audio_normal,audio_slow,romanization,usage_context,related_phrases,app_cta",open_phrase_in_app,practice_with_slow_audio,2,,use_existing_related_slugs_then_parent_hub,,standard_seo_slug,support_phrase_or_low_standalone_search_intent,
